 Simulation_Period = 20010101 -- 20501231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
    200504        0.257709E+02        0.257709E+02        0.246625E+02        0.164915E+01        0.604273E+00        0.223535E+02        0.556372E-01        0.198585E-02        0.109400E+01        0.621619E+00        0.472381E+00        0.123927E-01        0.605015E-02        0.221163E-02        0.413089E-02       -0.775938E-16        0.133780E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200505        0.257721E+02        0.257721E+02        0.246609E+02        0.164726E+01        0.603997E+00        0.223541E+02        0.554870E-01        0.198395E-02        0.109682E+01        0.623355E+00        0.473460E+00        0.124235E-01        0.606282E-02        0.221951E-02        0.414116E-02       -0.582792E-16        0.136477E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200506        0.257728E+02        0.257728E+02        0.246588E+02        0.164541E+01        0.603336E+00        0.223547E+02        0.553636E-01        0.198224E-02        0.109954E+01        0.624984E+00        0.474552E+00        0.124557E-01        0.607713E-02        0.222666E-02        0.415190E-02        0.161256E-16        0.139179E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200507        0.257730E+02        0.257730E+02        0.246564E+02        0.164355E+01        0.602416E+00        0.223551E+02        0.552556E-01        0.198056E-02        0.110217E+01        0.626510E+00        0.475656E+00        0.124875E-01        0.609217E-02        0.223283E-02        0.416250E-02       -0.581818E-16        0.141885E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200508        0.257728E+02        0.257728E+02        0.246536E+02        0.164165E+01        0.601328E+00        0.223554E+02        0.551546E-01        0.197884E-02        0.110475E+01        0.627958E+00        0.476788E+00        0.125185E-01        0.610755E-02        0.223814E-02        0.417284E-02        0.327536E-16        0.144639E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200509        0.257723E+02        0.257723E+02        0.246506E+02        0.163975E+01        0.600189E+00        0.223556E+02        0.550609E-01        0.197716E-02        0.110719E+01        0.629282E+00        0.477910E+00        0.125474E-01        0.612236E-02        0.224258E-02        0.418247E-02        0.784883E-18        0.147353E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200510        0.257714E+02        0.257714E+02        0.246473E+02        0.163784E+01        0.599035E+00        0.223555E+02        0.549719E-01        0.197552E-02        0.110954E+01        0.630507E+00        0.479037E+00        0.125745E-01        0.613655E-02        0.224642E-02        0.419149E-02       -0.799300E-16        0.150070E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200511        0.257702E+02        0.257702E+02        0.246439E+02        0.163592E+01        0.597901E+00        0.223552E+02        0.548873E-01        0.197393E-02        0.111181E+01        0.631638E+00        0.480169E+00        0.125996E-01        0.614996E-02        0.224981E-02        0.419988E-02       -0.174264E-16        0.152790E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200512        0.257642E+02        0.257642E+02        0.246501E+02        0.164228E+01        0.597122E+00        0.223547E+02        0.559095E-01        0.205487E-02        0.109949E+01        0.617579E+00        0.481914E+00        0.125405E-01        0.612419E-02        0.223616E-02        0.418018E-02       -0.313500E-16        0.155556E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200601        0.257644E+02        0.257644E+02        0.246496E+02        0.164126E+01        0.597878E+00        0.223544E+02        0.560710E-01        0.199570E-02        0.110045E+01        0.617652E+00        0.482798E+00        0.124299E-01        0.607326E-02        0.221331E-02        0.414328E-02       -0.461425E-16        0.158306E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200602        0.257663E+02        0.257663E+02        0.246484E+02        0.163946E+01        0.599114E+00        0.223540E+02        0.558381E-01        0.198742E-02        0.110347E+01        0.619903E+00        0.483569E+00        0.124037E-01        0.605939E-02        0.220977E-02        0.413458E-02        0.103068E-15        0.160907E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200603        0.257680E+02        0.257680E+02        0.246475E+02        0.163799E+01        0.600049E+00        0.223538E+02        0.556134E-01        0.198342E-02        0.110618E+01        0.621795E+00        0.484381E+00        0.124119E-01        0.606049E-02        0.221411E-02        0.413730E-02        0.287520E-16        0.163509E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200604        0.257695E+02        0.257695E+02        0.246462E+02        0.163663E+01        0.600482E+00        0.223537E+02        0.554309E-01        0.198106E-02        0.110881E+01        0.623561E+00        0.485247E+00        0.124347E-01        0.606853E-02        0.222129E-02        0.414491E-02        0.101654E-16        0.166203E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200605        0.257704E+02        0.257704E+02        0.246446E+02        0.163532E+01        0.600394E+00        0.223536E+02        0.552910E-01        0.197937E-02        0.111133E+01        0.625203E+00        0.486132E+00        0.124633E-01        0.608011E-02        0.222877E-02        0.415444E-02        0.595238E-16        0.168902E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200606        0.257709E+02        0.257709E+02        0.246427E+02        0.163401E+01        0.599911E+00        0.223536E+02        0.551770E-01        0.197786E-02        0.111378E+01        0.626746E+00        0.487032E+00        0.124935E-01        0.609347E-02        0.223554E-02        0.416451E-02        0.704157E-16        0.171605E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200607        0.257710E+02        0.257710E+02        0.246403E+02        0.163268E+01        0.599158E+00        0.223534E+02        0.550774E-01        0.197636E-02        0.111614E+01        0.628195E+00        0.487945E+00        0.125235E-01        0.610768E-02        0.224133E-02        0.417451E-02        0.315079E-16        0.174313E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200608        0.257706E+02        0.257706E+02        0.246376E+02        0.163130E+01        0.598231E+00        0.223531E+02        0.549844E-01        0.197482E-02        0.111846E+01        0.629572E+00        0.488885E+00        0.125529E-01        0.612232E-02        0.224628E-02        0.418430E-02       -0.477281E-16        0.177070E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200609        0.257699E+02        0.257699E+02        0.246347E+02        0.162989E+01        0.597241E+00        0.223526E+02        0.548979E-01        0.197330E-02        0.112065E+01        0.630833E+00        0.489820E+00        0.125803E-01        0.613649E-02        0.225039E-02        0.419344E-02        0.663760E-16        0.179786E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200610        0.257688E+02        0.257688E+02        0.246315E+02        0.162844E+01        0.596227E+00        0.223520E+02        0.548154E-01        0.197181E-02        0.112276E+01        0.632001E+00        0.490762E+00        0.126061E-01        0.615012E-02        0.225392E-02        0.420202E-02        0.571762E-16        0.182504E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200611        0.257675E+02        0.257675E+02        0.246281E+02        0.162696E+01        0.595225E+00        0.223512E+02        0.547370E-01        0.197036E-02        0.112479E+01        0.633081E+00        0.491712E+00        0.126300E-01        0.616302E-02        0.225701E-02        0.421002E-02        0.321559E-16        0.185226E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200612        0.257612E+02        0.257612E+02        0.246344E+02        0.163377E+01        0.594570E+00        0.223503E+02        0.557638E-01        0.205138E-02        0.111222E+01        0.618948E+00        0.493273E+00        0.125697E-01        0.613678E-02        0.224303E-02        0.418990E-02       -0.891803E-16        0.187994E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200701        0.257614E+02        0.257614E+02        0.246340E+02        0.163315E+01        0.595442E+00        0.223494E+02        0.559297E-01        0.199232E-02        0.111295E+01        0.618982E+00        0.493973E+00        0.124578E-01        0.608539E-02        0.221983E-02        0.415261E-02        0.362860E-17        0.190745E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200702        0.257631E+02        0.257631E+02        0.246329E+02        0.163171E+01        0.596780E+00        0.223487E+02        0.557014E-01        0.198416E-02        0.111578E+01        0.621203E+00        0.494572E+00        0.124308E-01        0.607117E-02        0.221606E-02        0.414361E-02       -0.144858E-16        0.193347E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200703        0.257647E+02        0.257647E+02        0.246320E+02        0.163059E+01        0.597808E+00        0.223481E+02        0.554811E-01        0.198026E-02        0.111828E+01        0.623067E+00        0.495216E+00        0.124383E-01        0.607198E-02        0.222020E-02        0.414609E-02       -0.390846E-16        0.195951E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200704        0.257660E+02        0.257660E+02        0.246308E+02        0.162956E+01        0.598331E+00        0.223476E+02        0.553027E-01        0.197800E-02        0.112072E+01        0.624807E+00        0.495910E+00        0.124605E-01        0.607978E-02        0.222721E-02        0.415349E-02       -0.575979E-17        0.198646E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200705        0.257668E+02        0.257668E+02        0.246293E+02        0.162857E+01        0.598327E+00        0.223472E+02        0.551665E-01        0.197640E-02        0.112305E+01        0.626425E+00        0.496625E+00        0.124885E-01        0.609116E-02        0.223451E-02        0.416283E-02        0.575668E-16        0.201347E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200706        0.257671E+02        0.257671E+02        0.246273E+02        0.162757E+01        0.597923E+00        0.223468E+02        0.550559E-01        0.197497E-02        0.112531E+01        0.627947E+00        0.497359E+00        0.125182E-01        0.610436E-02        0.224111E-02        0.417273E-02        0.528611E-16        0.204052E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200707        0.257670E+02        0.257670E+02        0.246250E+02        0.162654E+01        0.597245E+00        0.223463E+02        0.549595E-01        0.197355E-02        0.112748E+01        0.629376E+00        0.498108E+00        0.125477E-01        0.611842E-02        0.224673E-02        0.418258E-02        0.307898E-16        0.206761E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200708        0.257665E+02        0.257665E+02        0.246223E+02        0.162543E+01        0.596389E+00        0.223456E+02        0.548694E-01        0.197208E-02        0.112962E+01        0.630734E+00        0.498884E+00        0.125767E-01        0.613295E-02        0.225152E-02        0.419223E-02        0.751052E-16        0.209519E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200709        0.257656E+02        0.257656E+02        0.246194E+02        0.162428E+01        0.595466E+00        0.223449E+02        0.547856E-01        0.197063E-02        0.113164E+01        0.631978E+00        0.499660E+00        0.126037E-01        0.614701E-02        0.225548E-02        0.420124E-02        0.399708E-16        0.212236E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200710        0.257644E+02        0.257644E+02        0.246162E+02        0.162308E+01        0.594516E+00        0.223439E+02        0.547057E-01        0.196920E-02        0.113358E+01        0.633130E+00        0.500447E+00        0.126291E-01        0.616055E-02        0.225885E-02        0.420970E-02        0.102555E-15        0.214957E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
    200711        0.257629E+02        0.257629E+02        0.246129E+02        0.162183E+01        0.593574E+00        0.223428E+02        0.546296E-01        0.196781E-02        0.113544E+01        0.634195E+00        0.501242E+00        0.126528E-01        0.617338E-02        0.226180E-02        0.421759E-02        0.436418E-16        0.217680E+02        0.000000E+00        0.000000E+00        0.000000E+00        0.126481-320        0.323786-318        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.323786-318        0.708811-316        0.323786-318        0.113412-313        0.323786-318        0.139804E-75        0.000000E+00        0.302894-152        0.135169E+46        0.500000E+00        0.000000E+00        0.456344-128        0.297838+229        0.169349+167        0.144516E-11       -0.124939E+00        0.000000E+00        0.222507-307        0.000000E+00        0.290086E-08        0.000000E+00        0.000000E+00        0.000000E+00
